keyword_cluster,service,location,existing_page,existing_url,matching_confidence,page_quality,cannibalization_risk,cannibalizing_urls,search_intent,should_improve_existing,should_create_new_page,priority,reason
"decoruri baloane Bragadiru","decoruri baloane","Bragadiru",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"decoruri baloane Măgurele","decoruri baloane","Măgurele",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"decoruri baloane Pantelimon","decoruri baloane","Pantelimon",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"decoruri baloane Berceni","decoruri baloane","Berceni",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"decoruri baloane Domnești","decoruri baloane","Domnești",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"decoruri baloane Tunari","decoruri baloane","Tunari",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"decoruri baloane Corbeanca","decoruri baloane","Corbeanca",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"arcade baloane București","arcade baloane","București",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"arcade baloane Sector 1","arcade baloane","Sector 1",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"arcade baloane Sector 2","arcade baloane","Sector 2",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"arcade baloane Sector 3","arcade baloane","Sector 3",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"arcade baloane Sector 4","arcade baloane","Sector 4",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"arcade baloane Sector 5","arcade baloane","Sector 5",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"arcade baloane Sector 6","arcade baloane","Sector 6",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"arcade baloane Ilfov","arcade baloane","Ilfov",true,"https://www.kassia.ro/arcada-baloane-bucuresti","partial","strong",false,"","Commercial Investigation",false,false,"P2","Needs improvement"
"arcade baloane Popești-Leordeni","arcade baloane","Popești-Leordeni",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"arcade baloane Voluntari","arcade baloane","Voluntari",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"arcade baloane Pipera","arcade baloane","Pipera",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"arcade baloane Otopeni","arcade baloane","Otopeni",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"arcade baloane Chiajna","arcade baloane","Chiajna",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"arcade baloane Bragadiru","arcade baloane","Bragadiru",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"arcade baloane Măgurele","arcade baloane","Măgurele",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"arcade baloane Pantelimon","arcade baloane","Pantelimon",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"arcade baloane Berceni","arcade baloane","Berceni",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"arcade baloane Domnești","arcade baloane","Domnești",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"arcade baloane Tunari","arcade baloane","Tunari",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"arcade baloane Corbeanca","arcade baloane","Corbeanca",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"ghirlande baloane București","ghirlande baloane","București",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"ghirlande baloane Sector 1","ghirlande baloane","Sector 1",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"ghirlande baloane Sector 2","ghirlande baloane","Sector 2",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"ghirlande baloane Sector 3","ghirlande baloane","Sector 3",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"ghirlande baloane Sector 4","ghirlande baloane","Sector 4",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"ghirlande baloane Sector 5","ghirlande baloane","Sector 5",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"ghirlande baloane Sector 6","ghirlande baloane","Sector 6",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"ghirlande baloane Ilfov","ghirlande baloane","Ilfov",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"ghirlande baloane Popești-Leordeni","ghirlande baloane","Popești-Leordeni",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"ghirlande baloane Voluntari","ghirlande baloane","Voluntari",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"ghirlande baloane Pipera","ghirlande baloane","Pipera",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"ghirlande baloane Otopeni","ghirlande baloane","Otopeni",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"ghirlande baloane Chiajna","ghirlande baloane","Chiajna",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"ghirlande baloane Bragadiru","ghirlande baloane","Bragadiru",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"ghirlande baloane Măgurele","ghirlande baloane","Măgurele",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"ghirlande baloane Pantelimon","ghirlande baloane","Pantelimon",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"ghirlande baloane Berceni","ghirlande baloane","Berceni",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"ghirlande baloane Domnești","ghirlande baloane","Domnești",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"ghirlande baloane Tunari","ghirlande baloane","Tunari",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"ghirlande baloane Corbeanca","ghirlande baloane","Corbeanca",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"panouri foto București","panouri foto","București",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"panouri foto Sector 1","panouri foto","Sector 1",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"panouri foto Sector 2","panouri foto","Sector 2",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"panouri foto Sector 3","panouri foto","Sector 3",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"panouri foto Sector 4","panouri foto","Sector 4",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"panouri foto Sector 5","panouri foto","Sector 5",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"panouri foto Sector 6","panouri foto","Sector 6",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"panouri foto Ilfov","panouri foto","Ilfov",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"panouri foto Popești-Leordeni","panouri foto","Popești-Leordeni",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"panouri foto Voluntari","panouri foto","Voluntari",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"panouri foto Pipera","panouri foto","Pipera",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"panouri foto Otopeni","panouri foto","Otopeni",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"panouri foto Chiajna","panouri foto","Chiajna",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"panouri foto Bragadiru","panouri foto","Bragadiru",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"panouri foto Măgurele","panouri foto","Măgurele",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"panouri foto Pantelimon","panouri foto","Pantelimon",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"panouri foto Berceni","panouri foto","Berceni",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"panouri foto Domnești","panouri foto","Domnești",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"panouri foto Tunari","panouri foto","Tunari",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"panouri foto Corbeanca","panouri foto","Corbeanca",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"photo corner București","photo corner","București",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"photo corner Sector 1","photo corner","Sector 1",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"photo corner Sector 2","photo corner","Sector 2",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"photo corner Sector 3","photo corner","Sector 3",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"photo corner Sector 4","photo corner","Sector 4",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"photo corner Sector 5","photo corner","Sector 5",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"photo corner Sector 6","photo corner","Sector 6",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"photo corner Ilfov","photo corner","Ilfov",true,"https://www.kassia.ro/panou-foto-baloane-botez-bucuresti","partial","strong",false,"","Commercial Investigation",false,false,"P2","Needs improvement"
"photo corner Popești-Leordeni","photo corner","Popești-Leordeni",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"photo corner Voluntari","photo corner","Voluntari",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"photo corner Pipera","photo corner","Pipera",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"photo corner Otopeni","photo corner","Otopeni",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"photo corner Chiajna","photo corner","Chiajna",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"photo corner Bragadiru","photo corner","Bragadiru",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"photo corner Măgurele","photo corner","Măgurele",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"photo corner Pantelimon","photo corner","Pantelimon",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"photo corner Berceni","photo corner","Berceni",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"photo corner Domnești","photo corner","Domnești",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"photo corner Tunari","photo corner","Tunari",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"photo corner Corbeanca","photo corner","Corbeanca",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"baloane heliu București","baloane heliu","București",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"baloane heliu Sector 1","baloane heliu","Sector 1",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"baloane heliu Sector 2","baloane heliu","Sector 2",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"baloane heliu Sector 3","baloane heliu","Sector 3",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"baloane heliu Sector 4","baloane heliu","Sector 4",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"baloane heliu Sector 5","baloane heliu","Sector 5",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"baloane heliu Sector 6","baloane heliu","Sector 6",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"baloane heliu Ilfov","baloane heliu","Ilfov",true,"https://www.kassia.ro/decoratiuni-baloane-corporate-bucuresti","partial","strong",false,"","Commercial Investigation",false,false,"P2","Needs improvement"
"baloane heliu Popești-Leordeni","baloane heliu","Popești-Leordeni",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"baloane heliu Voluntari","baloane heliu","Voluntari",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"baloane heliu Pipera","baloane heliu","Pipera",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"baloane heliu Otopeni","baloane heliu","Otopeni",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"baloane heliu Chiajna","baloane heliu","Chiajna",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"baloane heliu Bragadiru","baloane heliu","Bragadiru",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"baloane heliu Măgurele","baloane heliu","Măgurele",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"baloane heliu Pantelimon","baloane heliu","Pantelimon",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"baloane heliu Berceni","baloane heliu","Berceni",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"baloane heliu Domnești","baloane heliu","Domnești",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"baloane heliu Tunari","baloane heliu","Tunari",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"baloane heliu Corbeanca","baloane heliu","Corbeanca",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand vată de zahăr București","stand vată de zahăr","București",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand vată de zahăr Sector 1","stand vată de zahăr","Sector 1",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand vată de zahăr Sector 2","stand vată de zahăr","Sector 2",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand vată de zahăr Sector 3","stand vată de zahăr","Sector 3",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand vată de zahăr Sector 4","stand vată de zahăr","Sector 4",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand vată de zahăr Sector 5","stand vată de zahăr","Sector 5",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand vată de zahăr Sector 6","stand vată de zahăr","Sector 6",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand vată de zahăr Ilfov","stand vată de zahăr","Ilfov",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand vată de zahăr Popești-Leordeni","stand vată de zahăr","Popești-Leordeni",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand vată de zahăr Voluntari","stand vată de zahăr","Voluntari",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand vată de zahăr Pipera","stand vată de zahăr","Pipera",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand vată de zahăr Otopeni","stand vată de zahăr","Otopeni",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand vată de zahăr Chiajna","stand vată de zahăr","Chiajna",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand vată de zahăr Bragadiru","stand vată de zahăr","Bragadiru",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand vată de zahăr Măgurele","stand vată de zahăr","Măgurele",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand vată de zahăr Pantelimon","stand vată de zahăr","Pantelimon",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand vată de zahăr Berceni","stand vată de zahăr","Berceni",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand vată de zahăr Domnești","stand vată de zahăr","Domnești",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand vată de zahăr Tunari","stand vată de zahăr","Tunari",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand vată de zahăr Corbeanca","stand vată de zahăr","Corbeanca",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand popcorn București","stand popcorn","București",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand popcorn Sector 1","stand popcorn","Sector 1",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand popcorn Sector 2","stand popcorn","Sector 2",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand popcorn Sector 3","stand popcorn","Sector 3",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand popcorn Sector 4","stand popcorn","Sector 4",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand popcorn Sector 5","stand popcorn","Sector 5",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand popcorn Sector 6","stand popcorn","Sector 6",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand popcorn Ilfov","stand popcorn","Ilfov",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand popcorn Popești-Leordeni","stand popcorn","Popești-Leordeni",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand popcorn Voluntari","stand popcorn","Voluntari",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand popcorn Pipera","stand popcorn","Pipera",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand popcorn Otopeni","stand popcorn","Otopeni",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand popcorn Chiajna","stand popcorn","Chiajna",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand popcorn Bragadiru","stand popcorn","Bragadiru",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand popcorn Măgurele","stand popcorn","Măgurele",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand popcorn Pantelimon","stand popcorn","Pantelimon",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand popcorn Berceni","stand popcorn","Berceni",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand popcorn Domnești","stand popcorn","Domnești",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand popcorn Tunari","stand popcorn","Tunari",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"stand popcorn Corbeanca","stand popcorn","Corbeanca",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"standuri dulciuri București","standuri dulciuri","București",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"standuri dulciuri Sector 1","standuri dulciuri","Sector 1",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"standuri dulciuri Sector 2","standuri dulciuri","Sector 2",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"standuri dulciuri Sector 3","standuri dulciuri","Sector 3",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"standuri dulciuri Sector 4","standuri dulciuri","Sector 4",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"standuri dulciuri Sector 5","standuri dulciuri","Sector 5",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"standuri dulciuri Sector 6","standuri dulciuri","Sector 6",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"standuri dulciuri Ilfov","standuri dulciuri","Ilfov",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"standuri dulciuri Popești-Leordeni","standuri dulciuri","Popești-Leordeni",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"standuri dulciuri Voluntari","standuri dulciuri","Voluntari",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"standuri dulciuri Pipera","standuri dulciuri","Pipera",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"standuri dulciuri Otopeni","standuri dulciuri","Otopeni",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"standuri dulciuri Chiajna","standuri dulciuri","Chiajna",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"standuri dulciuri Bragadiru","standuri dulciuri","Bragadiru",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"standuri dulciuri Măgurele","standuri dulciuri","Măgurele",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"standuri dulciuri Pantelimon","standuri dulciuri","Pantelimon",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"standuri dulciuri Berceni","standuri dulciuri","Berceni",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"standuri dulciuri Domnești","standuri dulciuri","Domnești",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"standuri dulciuri Tunari","standuri dulciuri","Tunari",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"standuri dulciuri Corbeanca","standuri dulciuri","Corbeanca",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"pachete animatori și baloane București","pachete animatori și baloane","București",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"pachete animatori și baloane Sector 1","pachete animatori și baloane","Sector 1",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"pachete animatori și baloane Sector 2","pachete animatori și baloane","Sector 2",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"pachete animatori și baloane Sector 3","pachete animatori și baloane","Sector 3",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"pachete animatori și baloane Sector 4","pachete animatori și baloane","Sector 4",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"pachete animatori și baloane Sector 5","pachete animatori și baloane","Sector 5",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"pachete animatori și baloane Sector 6","pachete animatori și baloane","Sector 6",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"pachete animatori și baloane Ilfov","pachete animatori și baloane","Ilfov",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"pachete animatori și baloane Popești-Leordeni","pachete animatori și baloane","Popești-Leordeni",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"pachete animatori și baloane Voluntari","pachete animatori și baloane","Voluntari",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"pachete animatori și baloane Pipera","pachete animatori și baloane","Pipera",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"pachete animatori și baloane Otopeni","pachete animatori și baloane","Otopeni",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"pachete animatori și baloane Chiajna","pachete animatori și baloane","Chiajna",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"pachete animatori și baloane Bragadiru","pachete animatori și baloane","Bragadiru",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"pachete animatori și baloane Măgurele","pachete animatori și baloane","Măgurele",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"pachete animatori și baloane Pantelimon","pachete animatori și baloane","Pantelimon",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"pachete animatori și baloane Berceni","pachete animatori și baloane","Berceni",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"pachete animatori și baloane Domnești","pachete animatori și baloane","Domnești",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"pachete animatori și baloane Tunari","pachete animatori și baloane","Tunari",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
"pachete animatori și baloane Corbeanca","pachete animatori și baloane","Corbeanca",false,"","none","missing",false,"","Commercial Investigation",false,true,"P1","Missing dedicated page"
